	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
19592	3373	B0002GLDQM	A2J4UAF6RW13WK	Musical Instruments	7	I have had as many as 12 picks stored in one and as few as ONE pick stored in others.	1.0	Usage	no	after		19
19637	3387	B0002GLDQM	A3OXHLG6DIBRW8	Musical Instruments	3	Here are my observations:+ Small Size; is fairly unobtrusive when mounted to the guitar+ Easy to Attach; just peel of the paper backing and stick it where needed+ Good Capacity; easily holds 6 picksMy only note of caution is that if you overload this and then fumble pulling out a pick, you are likely to get more then one dispensed in your hand.	1.0	Warning	yes	after		60
19663	3394	B0002GLDQM	A6VXZ1EEPRTLV	Musical Instruments	2	You can mix brands and types, but how many picks can fit inside, will vary from around three, to perhaps a dozen.	1.0	Usage	yes	both		22
19666	3394	B0002GLDQM	A6VXZ1EEPRTLV	Musical Instruments	5	Build quality is good, but forcing too many picks inside, could cause the spring to fail, or the seam to split.	1.0	Usage	yes	both		21
19670	3394	B0002GLDQM	A6VXZ1EEPRTLV	Musical Instruments	9	Color options at this time seem to be limited to black, but if you have DIY skills, you could paint it whatever color you like.	1.0	Workaround	yes	both		25
19683	3398	B0002GLDQM	AG3PVU7DCXZTK	Musical Instruments	3	Only problem is that they do not work with the smaller picks that I have recently adopted.	1.0	Warning	yes	before		17
19748	3417	B0002GMGYA	A2101DHHDMZ93X	Musical Instruments	3	It worked great for about 4-6 months, and then broke.	1.0	Warning	yes	before		9
19779	3422	B0002GMGYA	A2LJ6YNOZU6ND	Musical Instruments	1	I got a couple of these.... only buy this cable if there is NO CHANCE that it will be ever used in the real world.... after only a month mine has developed a nasty short in the plug.... and of course , since this cord is molded/sealed up tight , it cant be repaired....... you could cut off the plug and solder a good 1/4 inch plug on it... but why bother.?....	1.0	Usage	yes	both		68
19857	3441	B0002GMGYA	AMU3EIC4EOPX4	Musical Instruments	1	Well this cable certainly didnt last long as the title says 8 weeks.	1.0	Warning	yes	before		12
19876	3445	B0002GMGYA	AVOKN4NDZCN78	Musical Instruments	1	Dont last but a couple weeks.. terrible feed back as the ends near the plugs detirorate quickly.	1.0	Warning	yes	before		17
20005	3466	B0002GSJQE	A2S5TZVDF3H6JK	Sports & Outdoors	1	They are good but its probably a good idea to replace the shoe laces with real paracord after that your good to go.	1.0	Complementary product	yes	before		23
20085	3488	B0002GWFEQ	A1N82BBPB5816P	Musical Instruments	3	sometimes gets in the way of the strings or might stop a tone but it ultimately works	1.0	Warning	yes	before		17
20088	3490	B0002GWFEQ	A1SCWHXAB2ZK7N	Musical Instruments	1	I read reviews about this being a safer option for an acoustic guitar strap support than the usual tie-device.	1.0	Warning	yes	before		18
20091	3491	B0002GWFEQ	A1VOONTYYM0SDA	Musical Instruments	2	You can strap on and off within a span of 10 seconds.	1.0	Usage	yes	both		11
20095	3492	B0002GWFEQ	A25T143MKB0K82	Musical Instruments	2	It does make the strap long ,but is suppose to.	1.0	Warning	yes	before		10
20113	3495	B0002GWFEQ	A2GA2GM4LWESIC	Musical Instruments	4	Makes it nice if you have more than one guitar without a strap button- Buy 2.	1.0	Other	yes	both		14
20162	3507	B0002GWFEQ	AKGWRO6IC0VIE	Musical Instruments	6	However, folks with brand new shiny expensive guitars might want to take note: while the nylon lace that wraps around is nice and strong, it is fairly rough and abrasive, and my experience is that it will very definitely wear at the finish of your git in that area.	1.0	Usage	no	both		49
20170	3509	B0002GWFEQ	AXP9CF1UTFRSU	Musical Instruments	3	It just hooks around the neck and ties into the strap, and has a quick release.	1.0	Usage	yes	both		16
20182	3513	B0002GX5NG	A25QPZOMZTFFV8	Musical Instruments	3	These are made far too loose and flexible for most professional mics.	1.0	Usage	yes	both		12
20192	3515	B0002GX5NG	A3CG1XH8G9AFSK	Musical Instruments	2	It is also sturdy enough to use on my microphone holder to hold my microphone in place.	1.0	Alternative use	yes	both		17
20247	3525	B0002GXF8Q	A1C92KYEEU1T0G	Musical Instruments	1	It works well, hasnt broken down (despite much abuse), and can easily be cleaned.	1.0	Usage	yes	before		14
20249	3526	B0002GXF8Q	A1LS2UXHG1BYRG	Musical Instruments	1	These fit snug on my Shure SM58 Beta A mics.	1.0	Size	yes	both		9
20297	3540	B0002GXF8Q	A3PGVJF37JSHFO	Musical Instruments	1	Alot of Zoom H1 users put this over their mics.	1.0	Other	yes	both		9
20329	3548	B0002GXPRM	A2NYK9KWFMJV4Y	Musical Instruments	5	Bear in mind that if you are using microphones that are designed with form factors that are different from the Shure SM (and PG and similar), or a different brand that uses that form factor, then this clip will probably not work.	1.0	Warning	yes	before		42
20366	3558	B0002GXRF2	A3SMT15X2QVUR8	Musical Instruments	5	I also recommend that you get a Rhythm Tech Memo Key (ASIN B0002E2EOE) or Evans Torque tuning key (ASIN B0002D0HZI) to allow you to quickly get your heads in perfect tuning once you have them installed.	1.0	Usage	yes	after		34
20414	3573	B0002GXV3A	A3IICSS30MRX9M	Musical Instruments	3	When used with a pedalboard rig, it doesnt add much except for hiss, unfortunately.	1.0	Warning	yes	before		14
20415	3573	B0002GXV3A	A3IICSS30MRX9M	Musical Instruments	4	Sweet sound with an older Fender amp unit, though.	1.0	Complementary product	yes	both		9
20418	3573	B0002GXV3A	A3IICSS30MRX9M	Musical Instruments	7	Get it if youre a simple player with few FX in your arsenal.	1.0	Population segment	yes	before		13
20448	3576	B0002GXZK4	A1C92SAQFUBJSZ	Musical Instruments	8	The sanding between coats was skimped, which means that the finish on the front has some texture; the sides of the guitar are also a bit rough.	1.0	Warning	yes	before		27
20452	3576	B0002GXZK4	A1C92SAQFUBJSZ	Musical Instruments	12	After the first tune-up of the strings, it stayed in tune.	1.0	First time use	yes	both		10
20454	3576	B0002GXZK4	A1C92SAQFUBJSZ	Musical Instruments	14	A very young child, or a small woman, will find this guitar a bit large and deep for true playing comfort.	1.0	Size	no	before		21
20457	3576	B0002GXZK4	A1C92SAQFUBJSZ	Musical Instruments	17	Any beginner, and more than a few cost-sensitive intermediate players, will be pleased with this guitar.	1.0	Population segment	yes	before		15
20480	3578	B0002GXZK4	A1LQC225SE8UNI	Musical Instruments	10	The string spacing at the nut is narrower than it should be for the width of the neck, cramping the fingers.	1.0	Warning	yes	before		21
20514	3582	B0002GXZK4	A2PD27UKAD3Q00	Musical Instruments	8	And they were right about that... but I found it very easy to remove all these words by simply peeling off this protective sticker.	1.0	Workaround	no	both		24
20547	3585	B0002GXZK4	A3MKGUUWT9OOY6	Musical Instruments	4	A little bulky,  My arm goes to sleep sometimes after extended playing,  wish it was a little thiner.	1.0	Warning	yes	both		18
20635	3599	B0002GYW4C	A1MTN9XWJSA5PI	Musical Instruments	3	And despite claims of being laundry-safe, the edges began to unravel after the first wash.	1.0	Maintenance	yes	both		14
20640	3601	B0002GYW4C	A1VFUMY02HJIFY	Musical Instruments	2	I use it dry to wipe down the acoustic guitar strings after each time playing and the tone lasts much, much longer.	1.0	Usage	yes	both		22
20641	3601	B0002GYW4C	A1VFUMY02HJIFY	Musical Instruments	3	You place the cloth next to a string, then hook your little finger under and pull up so the cloth surrounds the lower surfaces, sides and top of the string, then pressing it in around the string slide up and down the full length a couple of times, then repeat on the remaining strings.	1.0	Maintenance	yes	after		54
20644	3601	B0002GYW4C	A1VFUMY02HJIFY	Musical Instruments	6	Then once every week or two, it just goes in with the laundry, comes out perfectly clean again.	1.0	Maintenance	yes	after		18
20646	3601	B0002GYW4C	A1VFUMY02HJIFY	Musical Instruments	8	It is fully synthetic and water will bead up on the surface, but it works well for polishing.	1.0	Usage	yes	both		18
20667	3606	B0002GYW4C	A2R4YQNCYMS8M7	Musical Instruments	5	Washes in the washing machine on handwash with no fabric softener and line dries.	1.0	Maintenance	yes	after		14
20672	3608	B0002GYW4C	A2Z548GT5948WH	Musical Instruments	2	It began to tear on my guitar strings.	1.0	Warning	yes	before		8
20686	3611	B0002GYW4C	A3FQ9WYUHG9CD	Musical Instruments	6	You can also washthis untreated polish cloth in mild soap and water, rinse it out and hang it up to dry.	1.0	Maintenance	yes	both		21
20691	3611	B0002GYW4C	A3FQ9WYUHG9CD	Musical Instruments	11	When going after the moreresistant multiple smudges the polish cloth would spread it around and left most of the problem onthe finish.	1.0	Warning	yes	before		22
20725	3616	B0002GYW4C	A3TA1UJWRJF9NC	Musical Instruments	3	They are made for glasses and stuff like that and they really polish good.	1.0	Alternative use	yes	after		14
20768	3624	B0002GYYDQ	A1SD1C8XK3Z3V1	Musical Instruments	5	It doesnt sound bad per se but does have some hiss to it.	1.0	Warning	yes	before		13
20792	3631	B0002GZ052	A3F1GM7ZAZD1SW	Musical Instruments	7	If you plan to use this EB-6180 pedal with digital effects you should be fine.	1.0	Usage	no	after		14
20814	3634	B0002GZBLU	A19IFF0DGV0T3E	Musical Instruments	6	If youre a person who hangs your base under your chin you may have a problem with this strap, other than that, this is a killer product for a killer price.	1.0	Warning	yes	before		31
20872	3650	B0002GZBO2	A15RRJL2HT44J4	Musical Instruments	1	Other reviewers have mentioned that the slot that goes over the strap peg is tight.	1.0	Usage	yes	both		15
20883	3652	B0002GZBO2	A3QEWM5EWFPTE9	Musical Instruments	1	If you are looking for a 100% leather mandolin strap, consider another strap.	1.0	Warning	no	before		12
20888	3653	B0002GZBO2	A3RNEUUWTA78QR	Musical Instruments	3	I just got another mandolin with no button, and this strap has no way to attach to it.	1.0	Warning	yes	before		18
20891	3654	B0002GZLZQ	A1JCRZEQACX4V4	Musical Instruments	3	Trouble is that they do not say whether or not the cables come with the unit.	1.0	Warning	no	before		16
20893	3654	B0002GZLZQ	A1JCRZEQACX4V4	Musical Instruments	5	Dumb of them, as all they needed to say  was you needed to buy them separately, which I later did.	1.0	Complementary product	yes	before		20
20916	3657	B0002GZLZQ	A205483DF7XVDE	Musical Instruments	7	I also like the fact that it only takes one spot on a power strip without covering up a neighboring power outlet.	1.0	Size	yes	both		22
20921	3659	B0002GZLZQ	A3AT69S9R8ZWGT	Musical Instruments	2	I like that is doesnt heat up or even get warm although I only use it with my looper.	1.0	Usage	yes	both		19
20955	3666	B0002GZM00	A1IB42LRNA9QLW	Musical Instruments	2	These are RIGHT ANGLED, and they WILL NOT fit in a lot of pedals including the CRYBABY WAH.	1.0	Usage	yes	before		18
20998	3677	B0002GZM00	A3AGHEETVTCBQI	Musical Instruments	2	The single transformer running into the board with the multi-plug was easy to set up and the small profile of the plugs, combined with the thin cables makes for a neat and uncluttered board.	1.0	Usage	yes	both		33
21051	3689	B0002GZQ1U	A1EX4410F46C8O	Musical Instruments	13	I took a slighty wider and longer screw than provided, covered it and filled the install hole with epoxy, and drilled it in.	1.0	Workaround	yes	both		23
21054	3689	B0002GZQ1U	A1EX4410F46C8O	Musical Instruments	16	Through sweat, dirt, and cigarette smoke, they eventually start to look nasty.	1.0	Usage	yes	both		12
21099	3701	B0002H02IG	A2LBHMQ3142G3S	Musical Instruments	2	If you are recording and are going to meticulous about your sound, this might not be the cable for you.	1.0	Warning	no	before		20
21113	3704	B0002H02IG	A2X2GEABQXRX7P	Musical Instruments	1	As other reviewers have noted, the ends are too short and dont allow the cable to click into the jack of your guitar or amp.	1.0	Workaround	no	after		25
21154	3712	B0002H03YY	A2VWNZNFV8QCP0	Musical Instruments	1	this is as light as you want to go on a LP scale length.. about the same tension as 9s on a strat.	1.0	Usage	yes	both		22
21308	3743	B0002H0A3S	A2XSWF2AJSXQZB	Musical Instruments	1	Only issue they break easily.	1.0	Warning	yes	before		5
21420	3765	B0002H0H4A	A3237FOR4LVBZO	Musical Instruments	3	Blue, or a clever do it yourself person, could easily fix it, by drilling more holes into the side of the clamp mount.	1.0	Workaround	no	after		23
21510	3772	B0002HABZU	A30SQ028C0I38D	Toys & Games	6	But handing this to say, an intelligent 12 year old child would probably produce a great deal of frustration.	1.0	Warning	yes	before		18
21615	3785	B0002I1VJE	A18FRID52D7QTQ	Baby	2	The packaging says they are spot clean only, but I tossed them in the washing machine and the dryer with no problems.	1.0	Maintenance	yes	both		22
21681	3800	B0002IKBTA	A2CZO3D5JCL4PJ	Sports & Outdoors	3	This Bulldog case was just right and with the compartments held all of the necessary accoutrements.	1.0	Size	no	both		16
21690	3803	B0002IKZWS	A3UR4QTAHYLHC1	Sports & Outdoors	1	If youre planning on attaching this to a longer rifle then this is not the sling for you.	1.0	Warning	yes	before		18
21706	3804	B0002IL6T4	A3P2FATSXYDQ0Z	Sports & Outdoors	15	Not cheap like the Daisy I had that broke when I dropped it on carpet .... One more note: One C02 cartridge lasted through all 4 clips, 40 rounds.	1.0	Maintenance	yes	both		25
21711	3805	B0002ILNT2	A1S6B5QFWGVL5U	Sports & Outdoors	2	Too bulky for concealed carry unless in heavy clothing.	1.0	Warning	yes	before		9
21726	3808	B0002ILQI0	A21L2RURENZEOR	Sports & Outdoors	8	I have small hands and this has never been an issue before.	1.0	Warning	no	before		12
21749	3812	B0002INGN8	A1UUU7VI5L64PF	Sports & Outdoors	11	a 5 prong sight tool is required, one with longer prongs to depress the supplied detent.	1.0	Complementary product	yes	before		15
21760	3813	B0002INLC4	A1RPTVW5VEOSI	Sports & Outdoors	11	While the grips cover the trigger, they leave the muzzle and cylinder open to gather dust and lint.	1.0	Warning	yes	before		18
21761	3813	B0002INLC4	A1RPTVW5VEOSI	Sports & Outdoors	12	Its still a good idea to use some sort of pocket holster or pouch for carry.	1.0	Complementary product	yes	both		16
21799	3821	B0002IOA42	ALJ2TCQR7JRYR	Sports & Outdoors	3	They are a bit harder to install as you cannot use a sight pusher to install the rear sight (must use a brass drift).	1.0	First time use	yes	both		25
21804	3823	B0002IOAWE	A196HBNB0JS9AI	Sports & Outdoors	2	Would have rated this five stars, but now Ive got to spend an extra $10 before I can put it on my rifle.	1.0	Complementary product	no	before		22
21855	3831	B0002KWTGQ	A2T48O08DBHYA9	Baby	2	i just cleaned the corners before i applied the cushions.. my son tries to bite it off but still it hasnt come off as of yet and ive had it for months now.	1.0	Usage	yes	after		33
21861	3833	B0002KYXTM	A2BK5M8IYNF7CV	Musical Instruments	1	All I gotta say about  this product is that I get a volume/tone loss when its plugged; that is a very big problem for me.	1.0	Warning	yes	before		25
21879	3838	B0002KZEAE	AFBETARDFURG	Musical Instruments	4	"All I did was took a drill bit the same size as the ""screw"" (where the knob goes on, and drilled the pickguard, thus it fitting."	1.0	Workaround	yes	both		26
21931	3847	B0002L9HQU	A1ZTLE0JCBHDTA	Toys & Games	9	Forgive my sarcasm, but this is a toy and its made for babies to play with andd pull apart.	1.0	Usage	yes	both		19
21948	3852	B0002M6CVC	A2W7M00WSI4JND	Musical Instruments	2	these strings last 2 days and then they are dull and lifeless and need to be changed, the high e and the b string tend to break before they even get tuned to pitch, Ernie Ball strings are garbage, the only time I will buy these is if its the only thing available, most people like these because they are endorsed by so many musicians that are paid to say that they like this garbage, and even if they do like them they are not your average players that need more than 2 days out of a set of strings, Touring musicians have the guitar tech change the strings after they play their set, and they get an unlimited amount of these crap strings so their guitars always sound fresh,  you can spend 4$ for a set of Ernie Ball or DAddario every 2 days or you can spend $7 for a set of DR strings and change them once a month, or you can spend 10$ for a set of Elixir Polywebs and change your strings once every 3 months,  It doesnt make sense to use these crappy Ernies unless you are sponsored by EB and have an endless supply and a tech to change them for you like the rockstars,	1.0	Warning	yes	before		205
21974	3858	B0002MBPDC	AU6KEMPG5GN3K	Sports & Outdoors	1	If you have the Thule bike rack, then you need this lock.	1.0	Usage	no	both		12
21978	3859	B0002MDTVS	A3EA7KGYC8LB0	Musical Instruments	2	these cant support heavy stuff and will knock over SO easily.	1.0	Warning	yes	before		11
21991	3862	B0002MOJ62	A13ALI86MWHTGT	Toys & Games	2	It has chunky pegs, and is realistic for a 2 year old to be able to insert.	1.0	Size	yes	both		16
22007	3864	B0002MSQVQ	A27L5L6I7OSV5B	Musical Instruments	8	So even with a more treble heavy sound, you still have a fuller rounder tone, it doesnt thin out so much.	1.0	Usage	no	after		21
22009	3864	B0002MSQVQ	A27L5L6I7OSV5B	Musical Instruments	10	Normal tone knobs allow you to focus more on bass or treble, but usually if you boost one, you cut the other.	1.0	Usage	yes	after		22
22040	3870	B0002NYQN2	A1F02182E2913P	Sports & Outdoors	1	bought for a friend and he said that even before washing, they ran small and a bit short.	1.0	Size	yes	before		18
22062	3876	B0002OOMW6	A2ZGEV4CTSCTIZ	Musical Instruments	2	IMMEDIATELY wipe your fret board clean just to take the wet look away.	1.0	Usage	no	after		13
22107	3884	B0002PBS6S	ASP978VO96X7C	Musical Instruments	1	its good but not fitting my requirement, but its extremely recommend it for beginners because it is very easy to play and bend.. but for me as a reggae rhythm guitar its not good and not warm enough and i have one point on the G string specially if you want to lead and solo whenever you start bending you will notice how annoying its because its hard to keep in tune while bending if you used to medium G size	1.0	Usage	yes	both		81
22108	3885	B0002PR43O	A3T68P8LF7AL62	Baby	1	There are two sound settings on the little learning table - one is way too loud (could easily damage your babies ears) and the other setting is way too low (cant hear it at all).	1.0	Warning	yes	before		34
22119	3888	B0002Q2OPG	AK9BXHEXOOM6Z	Baby	2	However, my son never liked to play with it for the time we had it near him from when he was 1 until just before he was 2.	1.0	Population segment	no	before		26
22147	3893	B0002Q9DA0	A3OS5M8BO19GWK	Sports & Outdoors	4	Just be sure to rinse it out and wash it Listerine to keep it clean.	1.0	Maintenance	yes	after		15
22224	3910	B0002TG1GG	APBEG3Y76DCA0	Tools & Home Improvement	5	The tape is so flimsy that overhead one hand use is impossible.	1.0	Warning	no	before		12
22278	3920	B0002VJYSQ	A3574U4UMK7F9L	Toys & Games	3	My children were able to play the game with me supervising, but children under 5 will need help to operate the game, but children under 5 can easily put the slides under the microscope to view them.	1.0	Usage	yes	both		35
22331	3932	B0002YKBV2	A2KBTJFQ8JZS0X	Tools & Home Improvement	4	The mask kept out the dust and the vent prevented my glasses from fogging.	1.0	Usage	yes	both		14
22355	3934	B0002YPFBS	A3PJJTAKISAFI9	Tools & Home Improvement	13	It would just set the alarm to arm.	1.0	Usage	no	before		8
22491	3960	B0004L7QIY	A2VLXLU9QP6YJ1	Sports & Outdoors	1	If you use a metal detector, you need one of these.	1.0	Other	yes	both		11
22497	3960	B0004L7QIY	A2VLXLU9QP6YJ1	Sports & Outdoors	7	Add to that the fact that it comes with its own sheath, which has a loop large enough to fit around the carpenters belt I wear with a tool pouch on it to hold my digging cloth and finds, and this is a win all the way around.	1.0	Complementary product	yes	both		48
22523	3965	B00062BIT4	A1W2SFKPK84VJE	Sports & Outdoors	4	Add some practice and a strop to finish with and you can get a knife pert close to as sharp as possible.	1.0	Usage	yes	both		22
22547	3970	B00063EDEK	A1ZPFA3QQFBBX6	Baby	6	UPDATE:  I have now had my baby and have used this pillow to help prop him up during feedings!!!	1.0	Workaround	yes	both		19
22566	3972	B00063FDNA	A2X3L31KCXBHCL	Toys & Games	3	The set comes with a cave man that can ride the dinosaur, but the saddle he rides on is also removeable.	1.0	Complementary product	yes	both		21
22572	3972	B00063FDNA	A2X3L31KCXBHCL	Toys & Games	9	The catapult will shoot the balls a fair distance if you hit it just right, but they are so light weight that theres no need to worry about injury or nearby breakables.	1.0	Usage	yes	both		32
22608	3977	B000641DPQ	A763Z2F0WMWRC	Toys & Games	6	Needs a few more toys in it, so we just added old plastic cups and yogurt containers.	1.0	Usage	no	after		17
22621	3981	B00064C4V8	A2Y3AZK6UM3LLM	Tools & Home Improvement	2	It works very well with both the Vulcan 17 and Werner 13 & 17 multi-ladders; I tested the platform on all.	1.0	Alternative use	yes	both		16
22657	3986	B00064TZYW	AXU9VX024GPSS	Musical Instruments	3	If you like a parlor guitar, this might be for you.	1.0	Other	yes	both		11
22659	3986	B00064TZYW	AXU9VX024GPSS	Musical Instruments	5	Update: After putting on the brass pins and adding a snark tuner, along with putting on new strings, this guitar rocks.	1.0	Workaround	yes	after		21
22668	3988	B00065DRXQ	A35QLP4NF5I0S	Sports & Outdoors	2	Very child proof and people with weak or arthritic fingers may have a little trouble.	1.0	Usage	yes	both		15
22680	3991	B000667LV4	A19RGDJPNZ7NZ	Sports & Outdoors	5	And then, to add insult to injury... or maybe insult to severe discomfort is more appropriate... one of the gel pads fell off.	1.0	Warning	no	before		23
22731	4000	B000677JAQ	A3RW8YXVPPFDXA	Sports & Outdoors	1	This product is excellent for use trolling fishing, but for baitcasting, spinning or surf-fishing is a problem because you need only a small litter for tangling and knots formed are very complicated.	1.0	Usage	yes	both		31
22742	4003	B00067AEGC	A302JEPH6HRPPL	Baby	6	If you have a child that pulls up and puts a foot or leg over a gate then this isnt for you.	1.0	Usage	yes	before		22
22753	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	4	Its also as wide as the crib so it fits perfectly under the crib sheet.	1.0	Size	yes	both		15
22754	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	5	Comes with a durable cover as well.	1.0	Complementary product	yes	both		7
22755	4004	B00067AUP2	ALLJE6U5TTLU3	Baby	6	Its packaged as two foam cushions, with one already insterted into the cover.	1.0	Complementary product	yes	both		13
22777	4008	B00068M3HY	AN9CP6J4JF91X	Sports & Outdoors	8	The thing I do not like is that it can be destroyed by freezing!!!!!	1.0	Warning	yes	before		14
22781	4009	B00068P48O	A17OA5A06LI2C1	Tools & Home Improvement	2	Im doing some very precise work, as you might want to, and you definitely need to go over this thing and adjust everything to get it set up without slop; the lash on mine was sloppy out of the box.	1.0	First time use	yes	after		40
22783	4009	B00068P48O	A17OA5A06LI2C1	Tools & Home Improvement	4	Obviously, it needs to be well secured to your bench, as its pretty light.	1.0	Usage	yes	after		14
22880	4016	B00069BV8A	A22CW0ZHY3NJH8	Baby	7	It does collapse, if the legs arent snapped up properly; but otherwise isnt a problem.	1.0	Warning	yes	both		15
22889	4018	B00069PPC8	A3KWIW92IM6JHH	Sports & Outdoors	1	The pellets are good at the price, but the packaging is so cheap that it got open and about 90 % of the pellets spilled out inside the shipping box and got lost.	1.0	Warning	yes	before		31
22896	4020	B0006A2SNG	AY9IMX7P7YR5	Tools & Home Improvement	2	Not every time, but enough to piss you off.	1.0	Warning	no	before		9
22907	4022	B0006AAS8S	A1CRW5LGAQDZOH	Tools & Home Improvement	3	By going to the PC site and downloading the advance manual you will easily be able to cut variable spaced dovetails and on much much longer stock also.	1.0	Usage	yes	after		28
22908	4022	B0006AAS8S	A1CRW5LGAQDZOH	Tools & Home Improvement	4	By making a simple mounting board removing the tail/pin jig from the unit and clamping this setup to your wider board you can dovetail cabinet or drawers deeper than the advertised 12.	1.0	Usage	yes	after		30
22911	4022	B0006AAS8S	A1CRW5LGAQDZOH	Tools & Home Improvement	7	I did use a fronter board to prevent tear out and got a very nice looking joint out of it.	1.0	Usage	no	after		20
22926	4023	B0006AAS8S	ARA501Z9XS3P4	Tools & Home Improvement	4	Youll need to clamp it down or mount it to something, I clamp mine to the edge of a cast iron table saw.	1.0	Usage	yes	after		23
22927	4023	B0006AAS8S	ARA501Z9XS3P4	Tools & Home Improvement	5	Take some scrap wood of the same thickness and experiment(follow directions) and enjoy.	1.0	Usage	yes	after		14
22947	4030	B0006BAJNG	AD4OPAYKN5P0S	Baby	4	These fit their plastic bottles.	1.0	Size	no	before		5
22953	4033	B0006FHB92	A1NZ7OILVNER	Baby	1	The only time Ive had brown wipes is when Ive been out of the house all day long.	1.0	Warning	yes	both		18
22954	4033	B0006FHB92	A1NZ7OILVNER	Baby	2	My main gripe is that this wipe warmer wont fit an entire refill of wipes, which leaves me to keep the leftovers in the open bag, and thats the only problem I have with wipes drying up.	1.0	Size	yes	before		37
23002	4043	B0006G83W0	A3W57Y5J12YY41	Tools & Home Improvement	1	I have tried a number of things to remove sap and resin from my saw blades and then I found this wonderful substance and tried it.	1.0	Usage	yes	both		26
23016	4046	B0006GK6W0	A321W4SSC0F6AP	Toys & Games	6	Im sure if you have really bushy hair, then it will get in the way.	1.0	Warning	yes	before		15
23032	4050	B0006GSLDG	A2H7Q4UOD7JV80	Sports & Outdoors	2	However, these devices can be helpful if you first dig a hole place it, attached to the umbrella post into the hole, and then pack sand in around the anchor and the pole.	1.0	Workaround	no	before		33
23183	4057	B0006HB9G6	A18OBUSMXVE8R0	Toys & Games	9	Find It can be played with by one person or others and will be enjoyed by all ages.	1.0	Population segment	yes	both		18
23206	4061	B0006I8J4U	A3BF6STWM7QN4V	Tools & Home Improvement	3	Only negative - outer pockets need something to keep there mouths closed, elastic, pull string, flap etc.	1.0	Workaround	yes	both		16
23232	4068	B0006M9LSO	A1A7VR4Z4HQHFJ	Toys & Games	3	While her face is aristocratic, her hair is soft and beautifully highlighted, and her make-up is the best Ive seen on a Bratz doll so far, but she just doesnt look as classy as she does on Amazon.	1.0	Other	yes	before		37
23248	4069	B0006MTTPY	A2UEH0U5CV3053	Tools & Home Improvement	2	These pliers work great for quickly and cleanly opening and closing links when adjusting the length of chain for hanging fixtures like chandeliers.	1.0	Usage	yes	both		23
23249	4069	B0006MTTPY	A2UEH0U5CV3053	Tools & Home Improvement	3	When used properly they wont mar or scratch the surface of polished brass chain or damage the finish on painted or coated chains.	1.0	Usage	yes	both		23
23252	4069	B0006MTTPY	A2UEH0U5CV3053	Tools & Home Improvement	6	Overall, if you do a lot of work with things like hanging fixtures, I think these pliers will make your job a lot easier and give better looking results than using some other type of ordinary pliers.	1.0	Usage	yes	both		37
23290	4074	B0006N6UPU	A2IBF31N8P9FPJ	Toys & Games	5	I think girls would also enjoy playing with it....	1.0	Population segment	yes	both		9
23320	4084	B0006NM22K	A2NUKH3RUC7HY6	Toys & Games	2	You will need finger puppets to use with it.	1.0	Complementary product	yes	before		9
23323	4084	B0006NM22K	A2NUKH3RUC7HY6	Toys & Games	5	It is much smaller than the pictures indicated.	1.0	Other	yes	before		8
23330	4086	B0006O8Q7Y	A284DAR3IJ1Z5W	Toys & Games	3	Dont let the age recommendation fool you, when we bought our first one (Ill get to that later), my son was 3 and loved it.	1.0	Population segment	yes	before		24
23333	4086	B0006O8Q7Y	A284DAR3IJ1Z5W	Toys & Games	6	It doesnt stand up on its own very well, and I like to secure it to my lawn with a few landscape stakes.	1.0	Workaround	no	both		23
23339	4086	B0006O8Q7Y	A284DAR3IJ1Z5W	Toys & Games	12	The tubes are very thin and easily breakable and the fins at the bottom are also very thin and not secured well to the tube.	1.0	Warning	yes	before		25
23359	4090	B0006OHN7I	A1CDWWS7NROSD	Toys & Games	4	These are definitely an investment as they are pretty indestructible, can go in the dishwasher, and hold up well to heavy toddler abuse.	1.0	Usage	yes	before		23
23394	4098	B0006U67EC	A1OA2ZW406NQXM	Sports & Outdoors	3	Its hard to meditate when your rear hurts, so this takes care of that!	1.0	Usage	yes	both		14
23397	4098	B0006U67EC	A1OA2ZW406NQXM	Sports & Outdoors	6	Like yoga mats, to keep the curl away from the ends, just roll it in the opposite direction every time you use it and it will eventually stop curling on the ends.	1.0	Workaround	yes	after		32
23401	4099	B0006UD5HO	A1EBY42ZXFUXQQ	Sports & Outdoors	2	It didnt come with instructions for installation but after a bit, I figured it out.	1.0	First time use	yes	after		15
23407	4100	B0006UGQVG	A1ZM846Y7AUYD	Tools & Home Improvement	6	I was delighted to find a useful troubleshooting guide, which utilizes the LED lights on the Safe-T-Beam sensors to diagnose potential problems with your Genie garage door opener.	1.0	Maintenance	yes	after		27
23418	4100	B0006UGQVG	A1ZM846Y7AUYD	Tools & Home Improvement	17	I had the new sensors installed in about 20 minutes and my Genie garage door opener was working perfectly once again.	1.0	Usage	yes	both		20
23423	4102	B0006V2B4G	A3CB8XUO7GU4RW	Sports & Outdoors	1	This shelter is just perfect for using it for camping as a dress shelter or a bathroom.	1.0	Alternative use	yes	both		17
23444	4106	B0006VVITA	AE6LN80KUHS5I	Sports & Outdoors	4	the bad thing about these are that the materiel there made of sticks to the Velcro straps and makes it a job just to re roll.	1.0	Warning	yes	before		26
