	review_id	asin	reviewer_id	category	num_sentence	sentence	tip	type	standalone	before/after	extend_position	sen_length
36748	6381	B000RSOV50	A3IS6HB3B4M2YF	Tools & Home Improvement	6	The Manual does not explain the use of each function very well.	1.0	Warning	yes	before		12
36772	6385	B000RVWY42	A1BCRHGUE3ZWEU	Musical Instruments	4	Only downfall is that you can only use a single function at any one time.	1.0	Warning	yes	before		15
36785	6387	B000RW0GT6	A1CNDQC2IXGEPN	Musical Instruments	10	I did replace the pins with Presentation Tusq Pins, I could not really tell a difference in sound, but it did make it look nicer.	1.0	Usage	yes	after		25
36875	6403	B000RZ2IR6	A3BQX6QJ0RV39A	Sports & Outdoors	3	But the pad is a little long at the top and bottom (approx 1+ mm) and the holes are not drilled right.	1.0	Size	yes	before		21
36883	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	3	The biggest issue is that the crisscross back straps dont hold it to your waist as expected.	1.0	Warning	yes	after	before	17
36884	6405	B000RZG3NG	A1CMP9L6PDHAY4	Tools & Home Improvement	4	I keep having to use caution as to not catch it in machines.	1.0	Warning	no	after	after	13
36894	6409	B000S0VQD2	A2NLNBN2L95YR2	Toys & Games	1	We got this for my son when he was about 18 months old, and he loves it!	1.0	Population segment	yes	before		16
36897	6409	B000S0VQD2	A2NLNBN2L95YR2	Toys & Games	4	The pieces are sturdy, and although its a little stiff initially, after a few uses, they fit together and come apart very easily!	1.0	Usage	yes	both		23
36992	6420	B000S6I530	A38GX6ELL563CJ	Toys & Games	13	Keep a stock of AAs and AAAs handy - if this cars as popular in your home as it is in mine, youll need em.	1.0	Complementary product	yes	before		24
36994	6421	B000S7ZSTS	AT8LHXT8R38MB	Tools & Home Improvement	2	Attempting  to bond two metal pieces together (the adhesive looked strange) it would not hold.	1.0	Warning	yes	before		15
37016	6423	B000S8WOOY	A3BMWLJ73D3I1D	Sports & Outdoors	2	Easy to lock and unlock when on the rope, Can be used with a combination of items for additional tools, lowering, locking, etc.	1.0	Usage	yes	both		23
37059	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	10	Can hold a crazy amount of weight compared to a typical screw in hook, even when install in just drywall.	1.0	Usage	yes	both		20
37061	6431	B000SDCR46	A30IP3E4MDQ36	Tools & Home Improvement	12	Built in leveling line as well as a tang make hanging them without a level easier and faster.	1.0	Usage	yes	both		18
37074	6434	B000SELU52	A2RMC2QHONGPGC	Baby	4	Definitely recommend to any mommy who has an upstairs nursery!	1.0	Usage	yes	before		10
37105	6442	B000SL4JVW	A2YECMVP6YAKUO	Sports & Outdoors	6	Dont forget to turn it off.	1.0	Usage	yes	both		6
37146	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	4	The problem is that I didnt consider that for task #2 there was another attachment we would need and a couple of scraping tools which are available in another kit so I now have two of each of these accessories because it was cheaper to purchase a more complete kit than buy the tools separately.	1.0	Usage	yes	before		54
37147	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	5	My suggestion is that before ordering this kit, you give some thought to the jobs for which you will need it.	1.0	Usage	yes	before		21
37148	6450	B000SQLHRG	ASB4WJ7HUAIIK	Tools & Home Improvement	6	This kit is fine for the original purpose but not complete enough for another task currently underway using the sequel kit with the detail scrapers.	1.0	Usage	yes	both		25
37161	6454	B000STKK9E	A35341SNQB7RE	Sports & Outdoors	3	I would highly recommend these grips if you are looking to improve your accuracy all around.	1.0	Other	yes	both		16
37166	6456	B000SXSMYK	AGK8MTJY9D9B9	Baby	1	This did not shrink when I washed and dryed it.	1.0	Maintenance	yes	both		10
37171	6457	B000SZM78A	A1I6HYQVP0C53N	Sports & Outdoors	2	"For reference, on my size 10 feet top of the sock rises an inch above my ankle ""knob""."	1.0	Size	yes	both		17
37200	6461	B000T2C7Z0	A11MNKGD2VLZOB	Sports & Outdoors	5	However, it should be noted that that side mounting bracket is NOT included with the safe (it is pictured with the side mounting bracket).	1.0	Complementary product	yes	before		24
37238	6466	B000T5PMZ4	A1XAI08G1SA66C	Baby	2	But after using it everyday, it got flimsy and thin.	1.0	Usage	yes	before		10
37268	6473	B000T9S2BG	A1RW8298N7K6JM	Toys & Games	4	The candles are difficult to insert, and tip all over the place once they are inserted.	1.0	Warning	yes	after		16
37347	6485	B000TGBZI6	A1NNZB448WT9OU	Toys & Games	3	Secondly, within the first few minutes of my child playing with the figurine, Donald Ducks hand just simply fell off and this was not a result of the item being played with aggressively.	1.0	Warning	yes	before		33
37354	6486	B000TGDGLU	A3AVJCB1ZD6ZY5	Tools & Home Improvement	5	You have to have some clearance around them to keep nearby items from catching fire and this takes up a lot of much-needed floor space.2.	1.0	Warning	yes	before		23
37376	6490	B000TH8OJS	AGXY576DF2CJ2	Sports & Outdoors	4	Tread is good for asphalt and sandy surfaces.	1.0	Usage	yes	both		8
37420	6500	B000TTNCWK	A3SC9EQJVD4HMI	Sports & Outdoors	3	The screwing up/down action is smooth and fast, unlike some other carabiners where it takes a ridiculous amount of turns to lock and unlock the thing.	1.0	First time use	yes	before		25
37427	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	4	Could use some lock-tite for the bolts going through the gun though.	1.0	Usage	yes	after		11
37430	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	7	If you have a long pump handle, this will not work.	1.0	Usage	yes	before		11
37431	6502	B000TTX75W	A2YUFFSGNHG7JD	Sports & Outdoors	8	Make sure your pump handle does not cover the load door on the bottom of the riffle during a pump action.	1.0	Usage	no	after		21
37436	6503	B000TUT87W	A2UKRIEK1LYW17	Tools & Home Improvement	3	After cutting the desired opening in the drywall I bought a 1x4 and cut it into 15 inch sections, used some construction adhesive and carefully slide them in while gently alternating the hammer from top to bottom driving the spacers in so I could box in the studs to make a 16 opening for inside bolt holes (12 of them).	1.0	Workaround	yes	both		56
37471	6510	B000U3U1WY	A3DN558D2UA7Y0	Baby	1	Looks cute, but started falling apart within 6 months.	1.0	Usage	no	before		8
37474	6511	B000U3X1YY	AJ97IBS9M6HE7	Sports & Outdoors	2	I do add the cloth correctly, step by step, but always seem to get it to tear while going through the chamber, so I bought a snake bore to prevent any serious damage.	1.0	Complementary product	yes	both		33
37494	6515	B000U3Z85Y	AR0TID0Y19R2X	Sports & Outdoors	11	Meaning it is not very concealable.	1.0	Warning	no	before		6
37503	6517	B000U439KO	A2FSUMOO31ZVNQ	Sports & Outdoors	3	Definitely recommend these for anyone shooting rifles or shotguns as well as for anyone who doesnt want their hearing protection taking up massive amounts of room in their range bag.	1.0	Usage	yes	both		30
37542	6527	B000U9BY0Q	AVRJFVHJA9U30	Sports & Outdoors	5	Keep in mind this type of knife is more of a light utility knife rather than a cave man chainsaw.	1.0	Usage	no	both		20
37561	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	3	To be clear, the tent has no shingles printed on the roof; it is just plain brown.	1.0	Other	no	before		17
37562	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	4	The door is a roll-up variety, not a swinging door.	1.0	Other	yes	before		9
37563	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	5	There is no patio element at all.	1.0	Other	yes	before		7
37564	6532	B000UCZ3LE	A101C99CG8EFUH	Toys & Games	6	The plastic support pieces are cream colored, not green.	1.0	Other	yes	before		9
37589	6535	B000UECKH2	A180Y3G9OVEW60	Sports & Outdoors	5	Although I will strongly recommend  that you use Velox rim tapes (rather than usual rubber ones) if you  are going to crank up above 90psi.	1.0	Usage	no	after		24
37620	6538	B000UEL172	AAPKZ9V41KNKD	Toys & Games	5	The 3 year old has been spinning, using it as a step stool, climbing on it, using it as a rocking chair to watch a tv show (bonus, its plastic so its easily washable and concave- potty training accidents are contained and SUPER easy to clean up- way better than on the carpet!)	1.0	Alternative use	yes	after		50
37621	6538	B000UEL172	AAPKZ9V41KNKD	Toys & Games	6	a helmet, a turtle shell, a slide for her toys, a mixing bowl, and a basket to help carry toys to clean up (HOORAY!).	1.0	Alternative use	yes	after		24
37632	6540	B000UFWQW0	A36S3WJUWDL2R3	Baby	3	They are great for so many things, not just baby stuff.	1.0	Alternative use	yes	both		11
37637	6540	B000UFWQW0	A36S3WJUWDL2R3	Baby	8	Just slide the two tabs towards each other and pull gently.	1.0	Usage	yes	after		11
37643	6542	B000UI8CQG	A2WS6FMF750EI9	Toys & Games	2	As a prior reviewer noted, kids five and under will have trouble getting her tail back on.	1.0	Population segment	yes	before		17
37695	6552	B000ULU7SY	ASG87BTM7WT3D	Sports & Outdoors	5	If your riding primarily on pavement or sidewalks... occasionally on unpaved roads, grass.... these are a good buy for a hybrid tire.	1.0	Usage	yes	both		22
37714	6556	B000UO7BXK	A2H7AOXP8KUXQ1	Baby	5	The pocket in the back is not very functional for anything other than tucking the panda tail when not in use.	1.0	Warning	yes	before		21
37725	6557	B000UOGDVQ	A28973L3OU3OVV	Toys & Games	5	The bed- once you put it in the room or the attic, you can barely fit anything else in there...	1.0	Size	yes	both		19
37747	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	11	To unlock the knife from the sheath you just use your thumb to press down on the sheath to flex the nubs out of the way while pulling the knife out.	1.0	First time use	yes	after		31
37748	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	12	The nub system works fairly well and is good by itself if you are constantly pulling your KB in and out of the sheath.	1.0	Usage	no	after		24
37757	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	21	I find this retainer to be optional and wish it was removable.	1.0	Usage	no	after		12
37776	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	40	I dont recommend wearing it on your backside.	1.0	Usage	yes	after		8
37778	6560	B000UPWYMM	A17WG8R67D923N	Sports & Outdoors	42	The best way to carry your knife incognito on ones belt is to have it hang vertically with the tip of the sheath stuffed down your pocket.	1.0	Usage	no	after		27
37806	6564	B000UU5K1E	A3RM3PJM5RXYNW	Sports & Outdoors	2	I should have looked at the specs.	1.0	Size	no	before		7
37837	6570	B000UUHU6W	A3EFNMDK1AZRBE	Tools & Home Improvement	7	I think it would be overkill if you need lines on concrete or rough framing...	1.0	Warning	yes	both		15
37905	6576	B000UVL1YS	A2507ZYWGMY9BK	Tools & Home Improvement	24	It isnt designed to replace any tools in your toolbox.	1.0	Usage	no	after		10
37924	6581	B000UXQFVU	A3Q4E9U68LA507	Baby	4	This carrier is light, breathable, and very easy to put on.	1.0	First time use	yes	both		11
37925	6581	B000UXQFVU	A3Q4E9U68LA507	Baby	5	I wanted a carrier that allowed my son to face forward and this product had so many different carrying options.	1.0	First time use	yes	both		20
37935	6582	B000UXROTC	APA45TYYE9IB8	Baby	4	It does slowly stretch with lots of use, but after washing and drying it with the rest of your laundry, the wrap regains its tightness.	1.0	Maintenance	yes	after		25
37959	6587	B000V24GVQ	A2I4H965C16V7Q	Sports & Outdoors	2	Upon arrival the chrome plating is chipped in a bunch of spots, the welds are very ugly with some rough spots, and the handle is not attached completely straight.	1.0	Warning	yes	before		29
38072	6598	B000V5DHT0	A2VJJ2POCLMED7	Toys & Games	1	This required a lot more force than I was expecting, pressing the rods into the bolts on a concrete surface.	1.0	Usage	no	after		20
38081	6598	B000V5DHT0	A2VJJ2POCLMED7	Toys & Games	10	The included groceries are basically cardboard cutouts that you have to assemble (taping them is strongly recommended).	1.0	Usage	yes	after		17
38113	6602	B000V98HCI	A3BWP7L0XDARB1	Baby	2	You just have to get them wet and they stick to the walls of the bath area.	1.0	Usage	yes	both		17
38207	6619	B000VEA64A	A1C5GJ35B3GUPX	Sports & Outdoors	3	My only complaint is that it is not easy to take the lid off of the bucket while it is hanging to refill it.	1.0	Usage	no	after		24
38215	6621	B000VEHLIY	A2ZJF26DWW28MO	Baby	3	It was easy to remove, easy to put in, not too bulky, and not cheaply made.	1.0	Usage	yes	both		16
38216	6621	B000VEHLIY	A2ZJF26DWW28MO	Baby	4	The harnesses do adjust in the back but to me that was no big issue but I guess to other reviewers thats a con but the good thing is, that they are super simple to adjust to your babys needs.	1.0	Usage	yes	both		40
38250	6628	B000VJRSYQ	A3OV3AYCL1ME8B	Tools & Home Improvement	2	I bought two of these abominations and neither of them have any consistent range beyond 5 or so inches from the sensor.	1.0	Warning	no	before		21
38266	6631	B000VL4G08	A2YYKWEKAAL2GB	Sports & Outdoors	3	The handle, however, is overly open for those with small fingers.	1.0	Warning	yes	after		11
38273	6633	B000VNITQS	A13L24Q3OKM0VK	Sports & Outdoors	2	When full of water the bag is really heavy, so be sure to tight it to a strong branch or palm tree.	1.0	Usage	yes	after		22
38285	6636	B000VOEIQM	A6FIAB28IS79	Sports & Outdoors	5	The instructions indicate the number of sessions per week as well as the recommended duration for each session.	1.0	Warning	yes	after		18
38289	6636	B000VOEIQM	A6FIAB28IS79	Sports & Outdoors	9	The pads are apt to dry out, lose their effectiveness, and require replacement every week or two.	1.0	Complementary product	yes	before		17
38297	6638	B000VOK13Q	A2NWF0HC5Y2335	Tools & Home Improvement	3	Rubber grip is comfortable but might be a bit too soft as I already have some rips in it though.	1.0	Usage	yes	after		20
38301	6640	B000VRFKUC	A3TSD77T9DBARX	Tools & Home Improvement	2	One thing to note--the Fluke 177 wont tell you that the fuses are bad so the only way to tell is to open it up and test the fuses.	1.0	Usage	yes	after		29
38317	6642	B000VS4LBK	A2J1Q33PDYVSU8	Baby	4	As others have mentioned, there are more parts to clean & put together than usual (which I was fine with if they were good bottles that also helped with gas issues).	1.0	Maintenance	yes	after		30
38319	6642	B000VS4LBK	A2J1Q33PDYVSU8	Baby	6	In addition, the newborn flow of the nipple in this set seems to be too fast for my newborn as she choked every time she ate.	1.0	Population segment	yes	before		26
38336	6645	B000VSJH8C	A38OO05LV8XICY	Sports & Outdoors	5	You need to acclimate yourself to going upside down before doing it to long or going fully inverted.	1.0	First time use	yes	both		18
38363	6648	B000VSONTU	AA8DA9I7558HX	Tools & Home Improvement	4	The FatMax is non-magnetic and cheaply made.	1.0	Warning	yes	before	before	6
38364	6648	B000VSONTU	AA8DA9I7558HX	Tools & Home Improvement	5	The level was received with abrasions and gouges on the business side.	1.0	Warning	no	before		12
38373	6650	B000VT550K	A2KT9TFLLMJE61	Sports & Outdoors	2	I bought this to update my 71 Schwinn Varsity resto-mod to a modern compact crank.	1.0	Complementary product	yes	before		13
38374	6650	B000VT550K	A2KT9TFLLMJE61	Sports & Outdoors	3	It installed fairly easily, you need to make sure the bolt holes are aligned when you press it in.	1.0	First time use	yes	after		19
38376	6650	B000VT550K	A2KT9TFLLMJE61	Sports & Outdoors	5	That said, if I ever decided to take it out again Id probably use a file or Dremel to gently increase the angle on the interior end of the adapter (the section against the frame shell) to gain a bit of clearance against the original stops for the bottom bracket cups rather than grind the frame.	1.0	Workaround	yes	after		56
38388	6653	B000VUAGAS	A3E02KBFI21TY0	Sports & Outdoors	2	For one thing, I know that I sweat a lot in my Yoga classes and it seems impossible for those communal blocks to be cleaned very well.	1.0	Usage	yes	after		27
38430	6658	B000VWC4JM	A5SOFKVG4E9EI	Baby	7	Its pretty flimsy and not very sturdy.	1.0	Warning	yes	before		7
38506	6670	B000VYL3EM	A1GJGQAEQCFZB0	Sports & Outdoors	2	My only comment would be to wear gloves when using this product as your hands become extremely slippery.	1.0	Complementary product	yes	both		18
38507	6670	B000VYL3EM	A1GJGQAEQCFZB0	Sports & Outdoors	3	The cloth is not that durable so you need to rub gently or you will rub a hole in the cloth.	1.0	Usage	yes	after		21
38525	6673	B000VYPDLQ	A19IH70IIDS31C	Sports & Outdoors	2	"I am 5 8 1/2"", 190 pounds with a body fat ratio of less that 19%, and I could not adjust this thing to fit."	1.0	Size	yes	before		20
38551	6677	B000VZ2Q5G	A3JSD6O2M28T11	Sports & Outdoors	6	It really needs to be operated by an adult though as a child cannot really depress the pedal mechanism without moving the machine and disrupting the aim.	1.0	Usage	yes	after		28
38560	6678	B000VZKEWS	A1Q6658P5Z5VWZ	Sports & Outdoors	7	It was pictured with a strap, but the strap DOES NOT come with the product.	1.0	Warning	yes	before		15
38590	6681	B000W00X1Y	A2EZWZ8MBEDOLN	Musical Instruments	10	Be forewarned - this pedal is gigantic in dimension.	1.0	Warning	yes	after		8
38628	6687	B000W32TN6	A1BITE87QKYF64	Sports & Outdoors	15	There is no way to add a scope to it, although not needed as the rifle does not shoot to far.	1.0	Warning	yes	before		21
38629	6687	B000W32TN6	A1BITE87QKYF64	Sports & Outdoors	16	The trigger is too hard for a kid, I tool out the back top screw and side screw (the one farthest back).	1.0	Workaround	no	both		22
38715	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	16	You can easily combine this expansion with Seafarers (and any of its scenarios) for a fully immersive experience into the land of Catan.	1.0	Usage	yes	both		23
38717	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	18	There is a greater learning curve to this expansion, so be ready to take it slow a few times.	1.0	Usage	yes	after		19
38719	6698	B000W7I7EW	A3IY5FWLIQDL0W	Toys & Games	20	And dont forget, if you want to play with 5-6 players, you need the extension set too.	1.0	Usage	yes	both		16
38726	6702	B000W8O2CC	A1UIFYHKWM67OV	Baby	1	I sent this back, it was so big!	1.0	Size	yes	before		8
38731	6703	B000W8RTFO	A3UIB7JH68MFSE	Baby	3	The sides and back are a thin composite bendable board, which was a disappointment, but not altogether a deal breaker.	1.0	Warning	no	before		20
38817	6716	B000WEMMUK	A1RNL38FZSTVWK	Sports & Outdoors	2	Used it a total of 7-9 times.	1.0	Warning	yes	before		6
38825	6718	B000WG02TG	A2U8IAE1M1DID1	Sports & Outdoors	5	That said, I wouldnt get these boots if you have weak ankles or are looking for support.	1.0	Warning	no	before		17
38832	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	5	USE: the trickiest part of setup, if you dont have a bike repair stand, is finding a good position for your bike while still being able to crank the chain.	1.0	Warning	yes	after		30
38833	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	6	once i found a good position i snapped the product onto my chain with ease, filled it up with the cleaning fluid, and started cranking... first, be careful how you position the tool or you could knock the chain off the chainring, happened a couple times and made quite a mess considering i had to reposition the bike and eventially remove the product so i could re-route my chain.	1.0	Warning	yes	after		68
38835	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	8	when you stop cranking the cleaning fluid will drip quite a bit so you want to do this in a designated service area (i. e. not on your wifes favorite rug).	1.0	Warning	yes	after		29
38836	6719	B000WG6RVS	A1SCVFAEXMNXBG	Sports & Outdoors	9	after you remove it i suggest wiping the excess fluid from effected areas and running your chain through a rag to soak up the excess.	1.0	Maintenance	yes	after		25
38871	6727	B000WJPCFW	A71TTVOAW7IUW	Baby	4	It has helped him with coordination and muscle control.	1.0	Usage	yes	both		9
38874	6727	B000WJPCFW	A71TTVOAW7IUW	Baby	7	My son needed to be held a lot, and so this was our answer when we didnt want him crying and needed to get things done around the house.	1.0	Usage	yes	both		29
38898	6731	B000WPBAVQ	A1V7M411YCI1QX	Baby	3	He also loves to pull himself up on the gates and the play yard has been sturdy enough to allow that.	1.0	Usage	yes	both		21
38940	6741	B000WUBJZS	A1BQAYM0641EDF	Tools & Home Improvement	8	Also clean all the rust off first, will take more time than you think.	1.0	Usage	yes	both		14
38957	6744	B000WUF4LS	A1YTIGPH3FBZLS	Baby	4	The straps can NOT be removed.	1.0	Workaround	no	after		6
38975	6745	B000WUF4LS	A3MEMX0XF00TBD	Baby	7	Larger children may not be able to use this product for any extended period of time.	1.0	Size	no	before		16
38995	6749	B000WYCGB0	A3SUZA0C8QV8AW	Sports & Outdoors	6	It comes with the standard thick wire mounting capability, along with a bracket to slide onto a bike tube.	1.0	Workaround	yes	after		19
39002	6750	B000WYCKBG	A2AY4YUOX2N1BQ	Sports & Outdoors	3	I have used it in the following applications with great success:- Doors, windows, locks and other household uses.- Rollerblade and bicycle lubrication- When tearing down and re-lubing two telescope focusing mechanisms- To fix a stiff camera telephoto-zoom lens- Lubricating rangefinder film camera advance mechanisms- Computer fans where the stock grease had gunked up- To smoothen old fishing reels- Etc.	1.0	Alternative use	yes	both		50
39006	6750	B000WYCKBG	A2AY4YUOX2N1BQ	Sports & Outdoors	7	Keep a paper towel nearby for any run-off!HIGHLY recommended.	1.0	Usage	yes	both		9
39029	6755	B000X1NZPI	A177EBO9ZCPPRN	Tools & Home Improvement	1	If you buy a lithium ion battery for your Dewalt tool, not previously outfitted with them, youll have to buy one of these chargers too.	1.0	Complementary product	yes	before		25
39109	6763	B000X4KP1C	A2XDIUBL3RECOC	Tools & Home Improvement	1	Grips nuts and bolts perfectly without damage.	1.0	First time use	yes	before		7
39110	6763	B000X4KP1C	A2XDIUBL3RECOC	Tools & Home Improvement	2	Also good for a lot of clamping and crimping jobs.	1.0	Alternative use	yes	both		10
39127	6767	B000X5YIP0	A2SF4QMQH4M78M	Sports & Outdoors	5	One thing to mention is the 8mm hex is the handle of the chain tool, so it would be harder to get a lot of torque when using this, with the others one can use the body of the tool itself.	1.0	Usage	yes	after		40
39134	6767	B000X5YIP0	A2SF4QMQH4M78M	Sports & Outdoors	12	The hex keys were sliding out when I first got it, but one can adjust the tightness easily with a 2.5mm hex.	1.0	First time use	yes	after		21
39162	6774	B000X7AJP6	AW68KVDV7BBRS	Sports & Outdoors	6	Update July 2, 2014This will NOT work with my AR-15  My vertical grip must be removed in order to use this with my AR-15.... plus I need to modify my rifle.	1.0	Complementary product	yes	before		27
39164	6774	B000X7AJP6	AW68KVDV7BBRS	Sports & Outdoors	8	This rest is designed to work with a slender fore end rifle such as a regular hunting rifle.... My AR-15 is too wide at the fore end so I changed the hand guard (which I wanted to do anyway)  I reversed the front carriage in order to move an offending nub out of the way that was blocking my vertical grip.... then I bought a super slim free floating hand guard to improve accuracy (better than a 35% improvement in grouping.	1.0	Usage	yes	before		79
39173	6775	B000X9EDD8	AEY6F1ERVXGR6	Tools & Home Improvement	8	Just make sure your saw can accommodate this light before purchasing.	1.0	Usage	yes	before		11
39174	6775	B000X9EDD8	AEY6F1ERVXGR6	Tools & Home Improvement	9	"Other reviewers have mentioned that this does not work on every model and you have to make sure you have the proper ""Type"" Dewalt miter saw."	1.0	Usage	yes	before		26
39180	6776	B000X9GAUC	A2IRXEN4UWOFDI	Tools & Home Improvement	3	Dont honk down on it with a 40 grit and expect it to hog off a lot of wood in a short amount of time.	1.0	Usage	yes	both		24
39184	6777	B000XAT8DC	A2A1IM8NEL49KY	Sports & Outdoors	3	Came slightly dull but a couple swipes on the honing rod and it was easily shaving hair off my arm.	1.0	Maintenance	yes	after		20
39214	6784	B000XFYB8E	A21FO8HXJECL08	Sports & Outdoors	6	I wear 8 1/2 boots and purchased a size Medium, which turned out to be a perfect fit for my foot.	1.0	Size	yes	before		19
39226	6787	B000XJ7R54	A2SH7OWE8QJYNC	Sports & Outdoors	3	Also, there doesnt appear to be a plug for the air valve in the ball thing.	1.0	Warning	yes	before		16
39248	6790	B000XMHTJU	AIW8HUF8IQYBV	Baby	1	It is very hard to open the container part after I puree the food.	1.0	Warning	yes	before		14
39255	6791	B000XMHTKO	AY3KLDSGICEUQ	Baby	6	Not only does it help keep the sun off but it keeps people form touching the baby as well.	1.0	Alternative use	yes	before		19
39260	6792	B000XMIXHC	A4G5G2E9F4MQJ	Baby	3	ALSO: the bag is NOT THE ONE PICTURED.	1.0	Other	yes	before		8
39266	6793	B000XN0798	AHJFDEGNTQKY1	Tools & Home Improvement	2	The size is adjustable if you just pull the earmuffs down but I think some people do not realize this and think theyre too tight!	1.0	Usage	yes	after		25
39309	6802	B000XPV4A2	A2LRBLHAGE2XU0	Baby	3	It has enough room for all the toys and gets the toys dry and picked up!	1.0	Usage	yes	both		16
39315	6803	B000XPV4CK	AAN4GV4JMU734	Baby	6	I have read a recommendation to tie the strap to pant belt loops which is a great idea.	1.0	Workaround	yes	both		18
39341	6809	B000XQAZJC	A16SB75LK9ODWN	Toys & Games	2	one thing that we did not know was it actually plays the music when they strum the bow across the strings.	1.0	First time use	yes	both		21
39347	6810	B000XQH8FQ	A3OIHU92M34QFI	Sports & Outdoors	4	My only complaint---the instructions are terrible!!!!	1.0	Workaround	yes	after		6
39353	6811	B000XSGL48	A2MPFC9AKSNZGO	Sports & Outdoors	5	I find it lasts about 6 months and then starts to break down and/or dry out.	1.0	Maintenance	yes	both		14
39382	6815	B000XT30G4	AOGRRFDXUJIAT	Baby	4	I have a terrible time walking through while carrying my son.	1.0	Warning	no	before		11
39446	6823	B000XUA6CY	ADLVFFE4VBT8	Toys & Games	6	Note of caution: this it NOT a stuffed toy - while she looks puffy, theres only some thin fabric that covers the hard interior.	1.0	Warning	yes	before		23
39447	6823	B000XUA6CY	ADLVFFE4VBT8	Toys & Games	7	I would not give one of these to anyone below 4.	1.0	Population segment	yes	before		10
39497	6831	B000XYWLE6	A3SQV1Q3LQH59Z	Sports & Outdoors	2	There was enough to do 2 pairs of womens size tens.	1.0	Size	yes	both		10
39523	6835	B000Y15ZSW	A35W3JQYP0M655	Tools & Home Improvement	16	As far as an AC adapter that it can handle, one doesnt come with it, but I would be willing to bet that just about everyone has some renegade adapter in the house that would fit this thing.	1.0	Usage	yes	after		38
39572	6844	B000YA7X1K	A3TP31S61PPE3G	Sports & Outdoors	3	My feet are also small (size 5 womens) and many socks are just too big and dont fit right.	1.0	Size	yes	before		18
39578	6844	B000YA7X1K	A3TP31S61PPE3G	Sports & Outdoors	9	Saved me buying another pair of running shoes because I thought it was the shoes - but turns out was my pair of socks not providing enough cushion or something.	1.0	Usage	yes	before		29
39599	6848	B000YBHONG	A1TVTDKNMSQ7XU	Sports & Outdoors	1	This basket is kind of a pain in the butt to put together the first time since no instructions are included.	1.0	First time use	yes	before		21
39640	6854	B000YDDF6O	A9CVOQ6ME5R8Z	Baby	15	I would never ever ever recommend this toy for a child who stares at the lights, but used in this manner, it is educational and not harmful.	1.0	Usage	yes	both		27
39711	6866	B000YFY5U2	A3JWY8TCBF81H0	Baby	3	Weve used it when traveling and we didnt want to bring the high chair to use in a rental, or if we are headed somewhere and were not sure if there will be seating for our daughter, but I might shop around were we to purchase this type of chair again.	1.0	Usage	yes	both		51
39719	6867	B000YH2WGO	A2DB26GLTHHL59	Sports & Outdoors	6	They are a slightly on the long side, but after adjusting the shoulder straps they are good.	1.0	Size	yes	after		17
39729	6870	B000YIDD1Q	ARBM59VEPW1K7	Tools & Home Improvement	3	Although it does plug in, it does not even remotely match the body lines of the battery interface.	1.0	Warning	no	before		18
39742	6872	B000YJMAYQ	A1NKDHSM1D0O00	Sports & Outdoors	1	it is a great way to stabalize a balance ball, but one does have to stay on top of the ball or it will fly out from under you.	1.0	Usage	yes	after		29
39761	6874	B000YLAOEW	A3PE6N1GDP2XJ8	Toys & Games	15	But it should be noted: Race for the Galaxy makes a poor gateway game for your non-gaming friends and family.	1.0	Usage	yes	both		19
39779	6876	B000YMPUKE	A3JLBL62FPGY98	Baby	6	The bag I received had built in stroller straps which was a nice surprise so I am thinking this is a new feature they are adding.	1.0	Complementary product	yes	both		26
39784	6876	B000YMPUKE	A3JLBL62FPGY98	Baby	11	This bag is easily wiped down.	1.0	Maintenance	yes	both		6
39791	6877	B000YN0GZ2	A77LSZ526K877	Tools & Home Improvement	4	They fit nice but have really no protection to offer you.	1.0	Usage	yes	both		11
39792	6877	B000YN0GZ2	A77LSZ526K877	Tools & Home Improvement	5	Okay to line your heavy duty work gloves with, and thats the only reason I am keeping them.	1.0	Usage	yes	both		18
39815	6880	B000YRW34K	AZBZ6AMM3Z492	Baby	4	We actually use it as a daybed/couch and it gets sat on a lot and has remained very supportive - even with people sitting on the edge all the time.	1.0	Alternative use	yes	both		28
39816	6880	B000YRW34K	AZBZ6AMM3Z492	Baby	5	Its a very sturdy mattress, which makes it great for kids.	1.0	Population segment	yes	before		11
